STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2006,29.7,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Monitoring the situation of children  women and men. Ghana Multiple indicator cluster survey 2006.,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2008,30.1,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra  Ghana  GSS  GHS  and ICF Macro  2009,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2011,25.3,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011  Final report. Accra  Ghana  2012,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2014,20.4,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Ghana Demographic and Health Survey 2014. Rockville  Maryland  USA  GSS  GHS  and ICF International. ,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2017,19.5,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Multiple Indicator Cluster Survey (MICS2017/18)  Survey Findings Report. Accra  Ghana  GSS,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1988,35.2,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Reduced age range  Age calculated using alternate methods 3 to 36 months - Data Source:  Ghana demographic and health survey 1988. Demographic and Health Surveys. Ghana Statistical Service. Accra  Ghana  1989,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1993,32.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Reduced age range 0 to 35 months - Data Source:  Ghana demographic and health survey 1993. Demographic and Health Surveys. Calverton  Maryland  GSS and MI  1994,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1997,34.7,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Ghana Core Welfare Indicators Questionnaire Survey 1997  First round,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1998,30.6,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Ghana demographic and health survey 1998. Demographic and Health Surveys. Calverton  Maryland  GSS and MI  1999,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2003,35.5,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Ghana demographic and health survey 2003. Demographic and Health Surveys. Calverton  Maryland  GSS  NMIMR  and ORC Macro  2004,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2006,27.9,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Monitoring the situation of children  women and men. Ghana Multiple indicator cluster survey 2006.,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2008,28.4,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra  Ghana  GSS  GHS  and ICF Macro  2009,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2011,22.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011  Final report. Accra  Ghana  2012,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2014,18.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Ghana Demographic and Health Survey 2014. Rockville  Maryland  USA  GSS  GHS  and ICF International. ,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2017,17.5,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1988-2017,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Multiple Indicator Cluster Survey (MICS2017/18)  Survey Findings Report. Accra  Ghana  GSS,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2003,1.9,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2003,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Reduced age range Age interval 12-59 months  unadjusted - Data Source:  Greece 2003-2004 Growth  Exercise and Nutrition Epidemiological Study In preSchoolers (The GENESIS) Study,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2003,1.0,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2003,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Reduced age range Age interval 12-59 months  unadjusted - Data Source:  Greece 2003-2004 Growth  Exercise and Nutrition Epidemiological Study In preSchoolers (The GENESIS) Study,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),_T,Total,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2003,1.5,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  2003,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Reduced age range Age interval 12-59 months  unadjusted - Data Source:  Greece 2003-2004 Growth  Exercise and Nutrition Epidemiological Study In preSchoolers (The GENESIS) Study,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1987,60.1,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Reduced age range  Age calculated using alternate methods 3 to 36 months - Data Source:  Encuesta nacional de salud materno infantil 1987. Demographic and Health Surveys. Ministerio de Salud Publica y Asistencia Social. Guatemala  Central America  1989,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1995,54.0,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Encuesta nacional de salud materno infantil 1995. Demographic and Health Surveys. Ciudad de Guatemala  Guatemala  1996,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1999,51.5,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Encuesta nacional de salud materno infantil 1998-1999. Demographic and Health Surveys. Ciudad de Guatemala  Guatemala  1999,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2000,51.0,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Guatemala Living Standards Measurement Survey 2000. Washington DC  United States  World Bank.,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2002,54.2,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Guatemala encuesta nacional de salud materno infantil 2002. Ciudad de Guatemala  Republica de Guatemala  Oscar de Leon Palacios  2003,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2009,51.6,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Encuesta nacional de salud materno infantil 2008 (ENSMI-2008/09). Ciudad de Guatemala  Guatemala  Ministerio de Salud Pública  MSPAS  INE y CDC  2010,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2015,46.1,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala  Guatemala  2015. - Original Time Period:  2015-02-14,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_2,Cluster: Cluster 2,_Z,Not Applicable,_Z,Not Applicable,2015,43.9,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Sistema de Vigilancia Epidemiológica de Salud y Nutrición -SIVESNU- 2015 - Original Time Period:  2015-12-31,RP,Reported,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),F,Female,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2021,44.9,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Informe de la Línea de Base de la Gran Cruzada Nacional por la Nutrición 2022,RP,Reported,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1987,64.3,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Reduced age range  Age calculated using alternate methods 3 to 36 months - Data Source:  Encuesta nacional de salud materno infantil 1987. Demographic and Health Surveys. Ministerio de Salud Publica y Asistencia Social. Guatemala  Central America  1989,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1995,56.8,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Encuesta nacional de salud materno infantil 1995. Demographic and Health Surveys. Ciudad de Guatemala  Guatemala  1996,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,1999,54.6,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Encuesta nacional de salud materno infantil 1998-1999. Demographic and Health Surveys. Ciudad de Guatemala  Guatemala  1999,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2000,51.1,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Guatemala Living Standards Measurement Survey 2000. Washington DC  United States  World Bank.,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2002,55.3,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  Height/length modality (standing/lying) was not collected - Data Source:  Guatemala encuesta nacional de salud materno infantil 2002. Ciudad de Guatemala  Republica de Guatemala  Oscar de Leon Palacios  2003,RA,Reanalysed,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,UNICEF_DW_NT_ANT_HAZ_NE2,Height-for-age <-2 SD (stunting),M,Male,Y0T4,under 5 years old,_T,Total,PT,Percentage,UNICEF_DW_CLUSTER_1,Cluster: Cluster 1,_Z,Not Applicable,_Z,Not Applicable,2009,51.5,UNICEF_DW,UNICEF Data Warehouse,Series Footnote: UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  May 2023 - Source Link:  https://data.unicef.org/topic/nutrition/malnutrition/ - Time Coverage:  1987-2021,0,Units,RATIO,Ratio,602,CCYY,Observation Footnote:  nan - Data Source:  Encuesta nacional de salud materno infantil 2008 (ENSMI-2008/09). Ciudad de Guatemala  Guatemala  Ministerio de Salud Pública  MSPAS  INE y CDC  2010,RA,Reanalysed,PU,Public
